Year;NHDC;Partos_vag;Cesareas
2012;113;0;0
2012;619;0;0
2012;163;0;0
2012;131;0;0
2012;375;0;0
2012;1090;2473;360
2012;764;1754;518
2012;14;331;209
2012;657;276;133
2012;362;37;14
2012;989;310;83
2012;990;386;109
2012;680;1853;575
2012;411;313;247
2012;241;288;452
2012;558;707;328
2012;167;10;10
2012;248;0;0
2012;224;126;61
2012;591;1173;351
2012;586;1097;319
2012;453;0;0
2012;145;0;0
2012;511;766;345
2012;530;1136;274
2012;6;235;328
2012;161;0;0
2012;623;845;301
2012;489;11;5
2012;875;0;0
2012;940;0;0
2012;946;219;90
2012;1023;961;247
2012;1054;884;351
2012;1057;0;0
2012;1031;0;0
2012;1032;1199;295
2012;1064;120;69
2012;226;279;214
2012;687;937;229
2012;745;2534;675
2012;109;219;155
2012;808;2110;488
2012;971;0;0
2012;128;0;0
2012;919;813;241
2012;725;2041;606
2012;3;0;0
2012;386;0;0
2012;306;0;0
2012;15;0;0
2012;264;293;156
2012;867;0;0
2012;910;354;263
2012;1053;830;334
2012;1055;1116;398
2012;529;0;0
2012;345;0;0
2012;515;0;0
2012;174;0;0
2012;523;0;0
2012;697;641;325
2012;239;0;0
2012;287;562;236
2012;377;0;0
2012;692;939;243
2012;335;0;0
2012;435;75;55
2012;423;54;53
2012;351;0;0
2012;830;846;178
2012;892;1712;397
2012;921;463;360
2012;991;73;20
2012;992;757;136
2012;993;530;156
2012;1071;1387;542
2012;473;2392;925
2012;663;1208;379
2012;552;0;0
2012;772;0;0
2012;568;0;0
2012;398;0;0
2012;394;0;0
2012;614;0;0
2012;235;0;0
2012;616;0;0
2012;267;1468;1142
2012;565;0;0
2012;220;351;275
2012;278;1124;688
2012;107;0;0
2012;141;0;0
2012;711;1275;372
2012;204;0;0
2012;579;0;0
2012;348;0;0
2012;766;0;0
2012;761;0;0
2012;728;15;12
2012;280;1523;1152
2012;222;0;0
2012;276;2291;1210
2012;11;280;181
2012;302;140;76
2012;682;0;0
2012;279;1760;813
2012;282;1374;838
2012;281;647;521
2012;183;0;0
2012;610;0;0
2012;116;0;0
2012;115;0;0
2012;114;0;0
2012;126;0;0
2012;119;0;0
2012;770;1153;422
2012;583;0;0
2012;136;0;0
2012;469;143;68
2012;642;757;256
2012;674;2328;812
2012;193;0;0
2012;526;1415;424
2012;698;0;0
2012;630;1401;306
2012;124;0;0
2012;364;0;0
2012;604;1541;613
2012;123;0;0
2012;310;0;0
2012;571;593;169
2012;296;0;0
2012;566;660;166
2012;784;2074;485
2012;102;0;0
2012;379;0;0
2012;639;1269;303
2012;457;0;0
2012;609;1855;1004
2012;101;0;0
2012;454;612;167
2012;318;0;0
2012;600;937;232
2012;545;1254;183
2012;100;0;0
2012;702;1405;396
2012;778;1136;301
2012;341;0;0
2012;99;0;0
2012;767;0;0
2012;359;0;0
2012;98;0;0
2012;132;0;0
2012;97;0;0
2012;103;0;0
2012;110;0;0
2012;94;0;0
2012;91;0;0
2012;664;1080;318
2012;918;2338;766
2012;92;0;0
2012;95;0;0
2012;96;0;0
2012;301;0;0
2012;492;544;121
2012;811;72;31
2012;812;0;0
2012;832;0;0
2012;841;0;0
2012;856;0;0
2012;859;0;0
2012;861;0;0
2012;880;0;0
2012;883;0;0
2012;884;0;0
2012;877;0;0
2012;911;0;0
2012;913;0;0
2012;922;0;0
2012;923;0;0
2012;924;0;0
2012;947;0;0
2012;951;0;0
2012;972;0;0
2012;973;0;0
2012;974;0;0
2012;975;0;0
2012;960;0;0
2012;1027;0;0
2012;1028;0;0
2012;976;0;0
2012;977;0;0
2012;1020;0;0
2012;994;910;164
2012;995;0;0
2012;1060;0;0
2012;1005;0;0
2012;1061;0;0
2012;1006;0;0
2012;1088;0;0
2012;1089;0;0
2012;1076;0;0
2012;1078;0;0
2012;1033;0;0
2012;1036;0;0
2012;1037;0;0
2012;1039;0;0
2012;1067;0;0
2012;1065;0;0
2012;1066;148;105
2012;207;28;28
2012;431;0;0
2012;387;299;94
2012;179;0;0
2012;606;208;113
2012;925;1775;404
2012;541;201;85
2012;797;270;136
2012;627;520;269
2012;173;0;0
2012;636;1130;452
2012;205;0;0
2012;814;0;0
2012;881;0;0
2012;771;1402;700
2012;533;12;40
2012;447;248;118
2012;815;0;0
2012;801;2362;695
2012;800;0;0
2012;389;444;312
2012;759;0;0
2012;695;1554;523
2012;816;110;139
2012;833;205;205
2012;870;246;157
2012;927;48;40
2012;961;1979;637
2012;962;0;0
2012;1079;22;5
2012;666;1265;669
2012;392;0;0
2012;790;0;0
2012;650;473;161
2012;876;1481;289
2012;944;0;0
2012;952;696;417
2012;54;0;0
2012;367;0;0
2012;538;925;322
2012;557;318;109
2012;653;293;294
2012;647;418;144
2012;978;1517;522
2012;996;485;127
2012;729;3066;756
2012;182;881;592
2012;633;0;0
2012;685;887;348
2012;683;344;144
2012;945;426;96
2012;953;0;0
2012;1022;0;0
2012;1049;0;0
2012;794;2219;679
2012;415;0;0
2012;592;212;172
2012;497;0;0
2012;726;922;245
2012;272;0;0
2012;805;2147;548
2012;5;0;0
2012;234;270;134
2012;64;0;0
2012;842;279;113
2012;843;154;37
2012;1025;687;539
2012;803;798;168
2012;211;0;0
2012;773;1130;304
2012;424;791;103
2012;298;647;298
2012;594;0;0
2012;237;0;0
2012;16;0;0
2012;768;138;25
2012;617;883;189
2012;297;258;84
2012;544;329;75
2012;804;813;162
2012;470;113;19
2012;104;0;0
2012;20;0;0
2012;550;0;0
2012;112;0;0
2012;818;0;0
2012;914;0;0
2012;928;0;0
2012;964;1026;169
2012;1026;0;0
2012;1068;0;0
2012;738;2031;646
2012;404;0;0
2012;274;307;250
2012;270;207;121
2012;676;457;115
2012;709;985;221
2012;754;2857;776
2012;997;277;68
2012;734;1630;393
2012;299;0;0
2012;645;0;0
2012;17;0;0
2012;1046;0;0
2012;420;0;0
2012;802;0;0
2012;266;548;158
2012;580;103;26
2012;137;84;82
2012;769;0;0
2012;776;0;0
2012;640;432;116
2012;315;0;0
2012;40;0;0
2012;508;0;0
2012;46;0;0
2012;590;767;120
2012;777;499;61
2012;897;3546;594
2012;965;0;0
2012;671;1182;356
2012;461;42;1
2012;376;72;16
2012;621;423;125
2012;793;1875;718
2012;324;0;0
2012;712;478;207
2012;32;0;0
2012;361;0;0
2012;486;56;28
2012;595;549;122
2012;433;97;34
2012;1058;0;0
2012;261;113;60
2012;730;890;300
2012;577;980;192
2012;788;1920;507
2012;865;451;102
2012;979;0;0
2012;998;0;0
2012;221;0;0
2012;462;0;0
2012;506;118;49
2012;727;552;166
2012;355;0;0
2012;487;0;0
2012;938;1782;466
2012;886;0;0
2012;835;76;48
2012;999;0;0
2012;798;2227;659
2012;504;0;0
2012;247;0;0
2012;216;164;147
2012;654;228;139
2012;65;0;0
2012;472;106;34
2012;427;0;0
2012;491;83;51
2012;551;54;50
2012;106;0;0
2012;819;0;0
2012;836;0;0
2012;915;0;0
2012;942;0;0
2012;748;1869;508
2012;198;0;0
2012;871;470;140
2012;948;102;106
2012;1051;0;0
2012;1083;0;0
2012;679;1054;405
2012;176;0;0
2012;537;0;0
2012;608;328;95
2012;596;170;36
2012;749;0;0
2012;758;3378;1111
2012;724;1433;514
2012;436;0;0
2012;567;0;0
2012;677;0;0
2012;670;0;0
2012;588;0;0
2012;446;0;0
2012;753;4321;972
2012;887;0;0
2012;585;0;0
2012;245;1747;675
2012;603;0;0
2012;426;0;0
2012;232;1823;971
2012;288;0;0
2012;246;1127;867
2012;284;282;315
2012;18;0;0
2012;356;0;0
2012;401;0;0
2012;733;1754;444
2012;243;0;0
2012;380;0;0
2012;716;0;0
2012;534;0;0
2012;185;0;0
2012;258;0;0
2012;505;0;0
2012;268;0;0
2012;602;677;512
2012;254;1100;624
2012;705;778;261
2012;133;970;638
2012;33;0;0
2012;143;0;0
2012;36;0;0
2012;756;358;160
2012;662;1394;433
2012;192;0;0
2012;382;0;0
2012;322;0;0
2012;478;0;0
2012;352;0;0
2012;628;1194;362
2012;291;0;0
2012;495;0;0
2012;845;1078;325
2012;498;206;121
2012;314;0;0
2012;720;0;0
2012;721;1453;407
2012;485;0;0
2012;273;86;46
2012;846;1564;389
2012;847;0;0
2012;848;1821;962
2012;864;0;0
2012;916;0;0
2012;930;628;252
2012;954;1815;410
2012;943;780;366
2012;949;4562;1680
2012;980;1385;500
2012;981;0;0
2012;1024;1256;481
2012;1017;0;0
2012;1000;0;0
2012;1018;1177;240
2012;1001;496;491
2012;1007;1914;495
2012;1008;997;264
2012;1009;1899;466
2012;1010;882;251
2012;1011;607;123
2012;1012;1606;430
2012;1013;2695;631
2012;1041;0;0
2012;1073;1317;246
2012;1087;560;97
2012;789;0;0
2012;326;0;0
2012;442;666;360
2012;294;244;165
2012;378;662;461
2012;402;0;0
2012;29;0;0
2012;450;0;0
2012;656;666;248
2012;333;159;125
2012;668;493;169
2012;684;891;264
2012;422;0;0
2012;763;3799;1493
2012;741;1490;435
2012;553;2544;637
2012;357;0;0
2012;899;0;0
2012;900;0;0
2012;932;0;0
2012;950;0;0
2012;966;212;125
2012;967;0;0
2012;982;137;78
2012;1014;0;0
2012;1048;0;0
2012;1080;626;283
2012;1074;0;0
2012;722;5980;1449
2012;660;0;0
2012;75;0;0
2012;249;610;390
2012;275;0;0
2012;227;655;465
2012;150;0;0
2012;47;0;0
2012;172;0;0
2012;581;457;156
2012;120;0;0
2012;445;0;0
2012;471;0;0
2012;53;0;0
2012;199;0;0
2012;575;869;294
2012;528;487;108
2012;631;1293;423
2012;699;0;0
2012;823;0;0
2012;849;0;0
2012;869;0;0
2012;955;0;0
2012;983;0;0
2012;1002;0;0
2012;1015;2103;773
2012;51;0;0
2012;441;0;0
2012;327;0;0
2012;690;286;109
2012;262;127;82
2012;403;0;0
2012;312;0;0
2012;589;348;91
2012;665;787;175
2012;334;0;0
2012;1075;4505;694
2012;751;1207;393
2012;186;0;4
2012;646;122;26
2012;536;96;26
2012;242;0;14
2012;490;0;0
2012;500;323;134
2012;206;0;0
2012;58;0;0
2012;572;905;152
2012;180;0;0
2012;549;116;28
2012;582;259;61
2012;743;1718;293
2012;795;0;0
2012;269;0;0
2012;634;0;0
2012;1;41;26
2012;717;392;86
2012;373;0;0
2012;535;272;88
2012;824;1890;482
2012;888;194;50
2012;902;0;0
2012;968;0;0
2012;346;0;0
2012;27;0;0
2012;165;4;3
2012;956;723;303
2012;413;0;0
2012;149;0;0
2012;612;787;482
2012;559;0;0
2012;7;0;0
2012;283;0;0
2012;37;0;0
2012;153;0;0
2012;547;990;295
2012;397;0;0
2012;556;761;227
2012;42;0;0
2012;31;0;0
2012;740;4745;859
2012;217;0;0
2012;863;13;26
2012;889;0;0
2012;984;0;0
2012;34;0;0
2012;791;191;118
2012;181;0;0
2012;430;0;0
2012;715;167;86
2012;521;0;0
2012;524;102;78
2012;432;0;0
2012;19;133;118
2012;25;0;0
2012;26;0;0
2012;890;1272;347
2012;904;530;111
2012;957;3340;834
2012;939;1513;644
2012;236;227;212
2012;735;2552;714
2012;146;0;0
2012;363;0;0
2012;187;0;0
2012;265;0;0
2012;295;0;0
2012;496;652;147
2012;77;0;0
2012;391;0;0
2012;240;144;72
2012;448;78;26
2012;151;0;0
2012;425;32;29
2012;300;0;0
2012;339;243;133
2012;826;0;0
2012;874;427;142
2012;905;2175;579
2012;736;2956;711
2012;459;0;0
2012;320;0;0
2012;45;0;0
2012;292;0;0
2012;618;382;150
2012;463;0;0
2012;891;358;272
2012;958;847;231
2012;244;27;6
2012;28;0;0
2012;444;0;0
2012;479;0;0
2012;285;139;57
2012;253;1182;505
2012;481;186;114
2012;540;407;163
2012;332;0;0
2012;41;0;0
2012;510;0;0
2012;305;0;0
2012;708;820;229
2012;755;5713;1470
2012;750;2513;765
2012;696;2418;655
2012;434;280;91
2012;421;0;0
2012;827;0;0
2012;933;0;0
2012;1030;665;467
2012;1003;0;0
2012;1050;0;0
2012;1043;1585;663
2012;934;535;138
2012;629;1114;392
2012;21;0;0
2012;615;769;227
2012;626;277;215
2012;417;0;0
2012;597;139;79
2012;539;1358;331
2012;343;100;156
2012;135;0;0
2012;158;0;0
2012;775;806;320
2012;177;0;0
2012;578;72;94
2012;416;0;0
2012;561;354;87
2012;828;0;0
2012;860;30;27
2012;935;0;0
2012;936;0;0
2012;986;0;0
2012;987;792;168
2012;1021;0;0
2012;1085;0;0
2012;658;484;100
2012;353;0;0
2012;323;0;0
2012;620;433;73
2012;384;0;0
2012;484;0;0
2012;554;1042;282
2012;209;0;0
2012;707;3195;796
2012;395;0;0
2012;969;0;0
2012;1052;0;0
2012;739;3559;1276
2012;613;1020;321
2012;593;0;0
2012;704;1195;425
2012;493;0;0
2012;686;1146;435
2012;257;1325;926
2012;494;0;0
2012;681;0;0
2012;286;339;217
2012;255;118;91
2012;79;0;0
2012;81;0;0
2012;688;712;345
2012;531;823;173
2012;514;164;117
2012;499;0;0
2012;532;622;293
2012;190;0;0
2012;598;289;81
2012;260;2731;2553
2012;838;0;0
2012;839;0;0
2012;851;0;0
2012;852;1597;427
2012;988;0;0
2012;1056;1207;216
2012;1044;0;0
2012;644;1533;750
2012;752;1012;344
2012;238;0;0
2012;325;0;0
2012;622;213;112
2012;879;22;38
2012;906;412;327
2012;370;0;0
2012;418;0;0
2012;574;0;0
2012;399;0;0
2012;195;0;0
2012;783;2061;341
2012;263;135;39
2012;194;0;0
2012;214;0;0
2012;785;5637;699
2012;780;0;0
2012;782;0;0
2012;369;0;0
2012;84;0;0
2012;713;0;0
2012;941;0;0
2012;1091;0;0
2012;1045;259;109
2012;1086;888;397
2012;937;755;256
2012;1004;0;9
2012;737;1850;494
2012;765;3501;566
2012;329;0;0
2012;87;0;0
2012;527;0;0
2012;562;0;0
2012;251;21;13
2012;129;0;0
2012;154;0;0
2012;516;723;422
2012;184;80;40
2012;652;0;0
2012;637;187;66
2012;88;0;0
2012;907;0;0
2012;970;0;0
2012;1019;0;0
2012;1016;628;341
2012;1047;1244;280
2012;635;1741;631
